record,done_us,dt_good_us,raw,delta,counts,i2c_us,omega_mrev,window_mrev,cmd_mrev,fas_mrev,remain_ddeg,flags_hex,state,stage,current_ma,step_count,step_us,drv_status_hex,tstep,driver_age_us,gstat_hex,pins_hex
D,22153155,970,883,0,3301,302,0,0,0,0,0,01,0,0,0,0,22153210,801D001D,1048575,11549,00,03
D,22154162,1007,883,0,3301,296,0,0,0,0,0,01,0,0,0,0,22154223,801D001D,1048575,12559,00,03
D,22155154,992,883,0,3301,299,0,0,0,0,0,01,0,0,0,0,22155213,801D001D,1048575,13551,00,03
D,22156170,1016,883,0,3301,299,0,0,0,0,0,01,0,0,0,0,22156234,801D001D,1048575,14573,00,03
D,22157134,964,883,0,3301,278,0,0,0,0,0,01,0,0,0,0,22157195,801D001D,1048575,15532,00,03
D,22158177,1043,883,0,3301,308,0,0,0,0,0,01,0,0,0,0,22158244,801D001D,1048575,16581,00,03
D,22159146,969,883,0,3301,284,0,0,0,0,0,01,0,0,0,0,22159206,801D001D,1048575,17543,00,03
D,22160194,1048,883,0,3301,327,0,0,0,0,0,01,0,0,0,0,22160296,801D001D,1048575,18638,00,03
D,22161110,916,883,0,3301,247,0,0,0,0,0,01,0,0,0,0,22161144,801D001D,1048575,19476,00,03
D,22162085,975,883,0,3301,232,0,0,0,0,0,01,0,0,0,0,22162116,801D001D,1048575,20445,00,03
D,22163095,1010,883,0,3301,232,0,0,0,0,0,01,0,0,0,0,22163126,801D001D,1048575,21458,00,03
D,22164099,1004,883,0,3301,239,0,0,0,0,0,01,0,0,0,0,22164133,801D001D,1048575,22465,00,03
D,22165106,1007,883,0,3301,237,0,0,0,0,0,01,0,0,0,0,22165142,801D001D,1048575,23474,00,03
D,22166093,987,883,0,3301,233,0,0,0,0,0,01,0,0,0,0,22166124,801D001D,1048575,24456,00,03
D,22167092,999,883,0,3301,234,0,0,0,0,0,01,0,0,0,0,22167128,801D001D,1048575,25460,00,03
D,22168115,1023,883,0,3301,251,0,0,0,0,0,01,0,0,0,0,22168154,801D001D,1048575,26489,00,03
D,22169186,1071,883,0,3301,314,0,0,0,0,0,01,0,0,0,0,22169271,801D001D,1048575,27638,00,03
D,22170249,1063,883,0,3301,378,0,0,0,0,0,01,0,0,0,0,22170362,801D001D,1048575,28734,00,03
D,22171189,940,883,0,3301,320,0,0,0,0,0,01,0,0,0,0,22171254,801D001D,1048575,29588,00,03
